codice,"nome associazione",sito,comune,cap,provincia,regione,categoria
565,"Dal 1972 nel Mondo per Vincere Fame e PovertA - Cefa Onlus",http://www.cefaonlus.it,Bologna,40122,BO,EMR,1
567,"Accaparlante e Centro Documentazione Handicap",http://www.accaparlante.it/,Bologna,40127,BO,EMR,4
570,"*** BENVENUTI IN ASSOCIAZIONE AIP ***",http://www.associazioneaip.org,Bologna,40121,BO,EMR,0
576,"AIAS Bologna Onlus",http://www.aiasbo.it/,Bologna,40139,BO,EMR,0
577,"Associazione Astrofili Imolesi",http://www.astrofiliimolesi.it/,Imola,40026,BO,EMR,0
578,"il martin pescatore - Home",http://www.ilmartinpescatore.org,Argelato,40050,BO,EMR,1
581,"EMI Editrice Missionaria Italiana, vendita libri online, ebook, libri religiosi, libri missionari, e",http://www.emi.it,Bologna,40128,BO,EMR,0
583,"Cooperativa Sociale SocietA Dolce |",http://www.societadolce.it/,Bologna,40133,BO,EMR,0
584,"AIFO - Oltre la lebbra, per i diritti degli ultimi. Dal 1961. - AIFO",http://www.aifo.it/,Bologna,40135,BO,EMR,4
585,"SOGNAMONDO - Vacanze naturali alternative con cucina biologica",http://www.sognamondo.it,"Casalecchio di Reno",40033,BO,EMR,0
586,"Cooperativa sociale AAncora",http://www.ancoraservizi.it,Bologna,40127,BO,EMR,1
587,"ASSOCIAZIONE NAZIONALE PUBBLICHE ASSISTENZE - Comitato Regionale Emilia-Romagna",http://www.anpasemiliaromagna.org/,Bologna,40131,BO,EMR,0
590,asat,http://www.casagianni.net/Casa_Gianni/ASAT.html,Bologna,40139,BO,EMR,0
591,"Cooperativa Quinto Angolo - Cooperativa Quinto angolo",http://cooperativaquintoangolo.jimdo.com/,Bologna,40124,BO,EMR,4
592,Home,http://energym.info/site/,Bologna,40138,BO,EMR,4
593,"Manutenzione e Gestione Verde Pubblico e Privato in Bologna e provincia",http://ilbaobab.com/,Bologna,40132,BO,EMR,0
594,"Global Aid | Working for better health",http://www.globalaid.it,"Granarolo dell'Emilia",40057,BO,EMR,0
597,"Home Page - Cim - Cooperativa di solidarietA sociale",http://www.cimcoop.it/,Bologna,40132,BO,EMR,0
598,"Cooperativa Sociale ‚AAIl Pellicano‚AA - Home page",http://www.coopilpellicano.org,Bologna,40138,BO,EMR,0
599,"Teatro dell&#039;Argine",http://teatrodellargine.org/,"San Lazzaro di Savena",40068,BO,EMR,1
600,".:coop LA STRADA:.",http://www.cooplastrada.it/,Bologna,40129,BO,EMR,0
601,"il Mosaico Cooperativa Sociale e Culturale",http://www.ilmosaicocooperativa.com/,Mordano,56512,BO,EMR,1
602,"SIC - Consorzio di Iniziative Sociali",http://www.consorziosic.it/,Bologna,40138,BO,EMR,4
603,"Abantu - Cooperativa sociale",http://www.coopabantu.it/,"Sasso Marconi",40037,BO,EMR,0
604,"Cooperativa Sociale Oasis",http://www.coopoasis.com/,Bologna,40121,BO,EMR,0
605,"Istituto Ramazzini - Centro di Ricerca Sul Cancro e le Malattie Ambientali",http://www.ramazzini.org/,Bologna,40138,BO,EMR,0
606,altercoop,http://www.altercoop.it/,Bologna,40138,BO,EMR,0
609,Home,http://www.scoiattolo.org/,"Sasso Marconi",40037,BO,EMR,1
610,"Cooperativa Sociale Anima",http://www.coopsocialeanima.it/,"Sala Bolognese",40010,BO,EMR,0
611,"Documento senza titolo",http://www.seacoop.coop,Imola,40026,BO,EMR,0
612,"In Formazione - organizzazione corsi, crescita personale, progetti formativi, cultura e benessere a ",http://www.in-formazione.org/,Medicina,40059,BO,EMR,0
613,"Sollievo - SocietA Cooperativa Sociale - Homepage",http://www.coopsollievo.it/,Bologna,40138,BO,EMR,1
614,"Cooperativa sociale AAncora",http://www.ancoraservizi.it/,Bologna,40127,BO,EMR,1
615,Home,http://www.coopada.it/,Bologna,40122,BO,EMR,0
616,Home,http://www.copaps.it/,"Sasso Marconi",40037,BO,EMR,0
617,Home,http://www.coopagriverde.it,"San Lazzaro di Savena",40068,BO,EMR,0
618,home,http://www.insiemeper.bo.it/,Bologna,40138,BO,EMR,1
619,"Croce Servizi - Cooperativa Sociale - Home",http://www.croceservizi.com/,"Casalecchio di Reno",40033,BO,EMR,0
620,"SocietA Aperta",http://www.societaaperta.info/,Bologna,40133,BO,EMR,0
621,"Inventatempo InventaTempo Coop. Sociale ONLUS di San Giovanni in Persiceto",http://www.inventatempo.it/,"San Giovanni in Persiceto",40017,BO,EMR,1
622,"Andy Cooper, Societ‡ Cooperativa Sociale",http://www.andycooper.it,Bologna,40137,BO,EMR,0
623,Croceverde,http://www.croceverdeer.com,Bologna,40138,BO,EMR,4
624,Home,http://www.arcoiriscoop.it/,"Pieve di Cento",40066,BO,EMR,1-4
625,"Solco Imola | Consorzio di cooperative sociali Imola",http://www.solcoimola.it/,Imola,40026,BO,EMR,0
626,"Csapsa | Centro Studi Analisi di Psicologia e Sociologia Applicate",http://www.csapsa.it/1/,Bologna,40126,BO,EMR,0
627,"Home Page - AssCoop",http://www.ass-coop.it,Bologna,40121,BO,EMR,0
629,"Home - Coopas",http://www.coopas.it/,"Sasso Marconi",40037,BO,EMR,1
630,Home,http://www.solcoinsieme.coop/,"Zola Predosa",40069,BO,EMR,0
631,"Centro di Riabilitazione AXIA",http://www.coopaxia.it/index.php,Bologna,40133,BO,EMR,0
632,"Inserisci qua un titolo in caso che la pagina non abbia un titolo",http://www.solidarietafamiliare.it/home_page.asp,Bologna,40123,BO,EMR,0
633,"COOPERATIVA DAI CROCICCHI",http://www.daicrocicchi.coop/,"Zola Predosa",40069,BO,EMR,0
635,".:: Teatro delle Temperie ::.",http://www.teatrodelletemperie.com/site/,Crespellano,40056,BO,EMR,1
636,Ecotronic,http://www.ecotronic.it,Castenaso,40055,BO,EMR,0
637,"Croce Azzurra Coop Sociale Onlus Bologna ª Assistenza sanitaria e Cooperazione Sociale a Bologna e p",http://www.coopcroceazzurra.it/,Bologna,40128,BO,EMR,0
639,"Prima pagina",http://www.educarecrescere.it,Bologna,40137,BO,EMR,0
640,"Benvenuto nella nostra casa di accoglienza",http://www.beataverginedellegrazie.it/,Bologna,40137,BO,EMR,0
641,Home,http://www.teatrodelpratello.it,Bologna,40122,BO,EMR,1
642,"Documento senza titolo",http://www.exaequo.bo.it/,Bologna,40126,BO,EMR,0
643,"Home | Cadiai",http://www.cadiai.it/,Bologna,40121,BO,EMR,0
644,"I Quattro Castelli | Cooperativa Sociale &#8211; Lavanderia Industriale",http://www.iquattrocastelli.it,Dozza,40060,BO,EMR,0
645,"Home Page ´ SAMMARTINI",http://www.cooperativasammartini.it/,Crevalcore,40014,BO,EMR,0
646,"Benvenuto su Faremondi | Faremondi",http://www.faremondi.it/,Bologna,40129,BO,EMR,0
647,"Cooperativa Sociale Alveare",http://www.cooperativasocialealveare.it,"Castel Maggiore",40013,BO,EMR,0
648,"Cooperativa Sociale Campeggio",http://WWW.COOPERATIVASOCIALEMONGHIDORO.COM,Monghidoro,40063,BO,EMR,0
649,FARLOTTINE,http://www.farlottine.it,Bologna,40141,BO,EMR,0
650,www.coopfanin.it/,http://www.coopfanin.it/,"San Giovanni in Persiceto",40017,BO,EMR,0
651,"it2 - SocietA Cooperativa Sociale it2",http://www.it2.it,"San Lazzaro di Savena",40068,BO,EMR,1
652,"Birrificio Artigianale Vecchia Orsa | Il retrogusto sociale della birra",http://www.fattoriabilita.it,"San Giovanni in Persiceto",40017,BO,EMR,0
653,"CafAA de la Paix",http://www.cafedelapaixbologna.it/,Bologna,40123,BO,EMR,0
654,"cooperativa sociale Giovani Rilegatori",http://www.giovanirilegatori.it/,Imola,40026,BO,EMR,0
655,"La Baracca - Teatro Testoni Ragazzi",http://www.testoniragazzi.it,Bologna,40129,BO,EMR,1
656,"Italiana Assistenza | Assistenza anziani a Bologna, infermieri e badanti",http://www.italianaassistenza.it/,Bologna,40137,BO,EMR,0
657,"Agenzia Badanti, Colf, Baby Sitter | Bologna, Roma, Imola | Casabase",http://www.casabase.info/,Bologna,40128,BO,EMR,0
658,"La Venenta | Associazione onlus laica ispirata ai valori del cristianesimo",http://www.venenta.com,Argelato,40050,BO,EMR,1
659,"Cooperativa sociale La CittA Verde - Home page",http://www.lacittaverde.coop/,Crevalcore,40014,BO,EMR,0
660,"Virtual Coop Cooperativa Sociale ONLUS",http://www.virtualcoop.net,Bologna,40129,BO,EMR,0
661,Volabo,http://www.volabo.it/,Bologna,40138,BO,EMR,4
662,"Libertas Assistenza",http://www.libertasassistenza.it/,"Zola Predosa",40069,BO,EMR,4
664,"Cooperativa Sociale Zerocento Da 25 anni a Faenza e in tutta la provincia di Ravenna (ma non solo) i",http://www.zerocento.coop/,Faenza,48018,RA,EMR,0
665,"Cooperativa Sociale SocietA Dolce |",https://www.societadolce.it/,Bologna,40133,BO,EMR,0
666,"Open Group | Il sito internet di Open Group Cooperativa Sociale",http://www.opengroup.eu/,Bologna,40126,BO,EMR,1
667,L'AltroCaffË,http://www.laltrocaffe.it,Imola,40026,BO,EMR,0
668,"per Luca - cooperativa sociale",http://www.perluca.it/,Bologna,40131,BO,EMR,0
669,".:La Strada / Chi siamo:.",http://www.cooplastrada.it/siamo.html,Bologna,40129,BO,EMR,0
671,SaYes,http://sayes.volabo.it,Bologna,40138,BO,EMR,0
672,Volabo,http://www.volabo.it,Bologna,40138,BO,EMR,4
674,"Pubblica Assistenza CittA di Bologna",http://www.pacb.it,Bologna,40138,BO,EMR,0
677,"Gruppo Yoda / campi di volontariato internazionale",http://www.gruppoyoda.org,Bologna,40122,BO,EMR,1
678,"Tutela animali bologna",http://www.tutelanimalibologna.it,Bologna,40123,BO,EMR,0
679,GVC,http://www.gvc-italia.org,Bologna,40136,BO,EMR,0
680,"BolognAIL Onlus",http://www.ailbologna.it,Bologna,40138,BO,EMR,0
684,"Arci Bologna",http://www.arcibologna.it,Bologna,40131,BO,EMR,1-4
685,"BolognAltruista - Progetti di volontariato a Bologna - IO CI SONO",http://www.bolognaltruista.org,Bologna,40136,BO,EMR,0
687,"Aprimondo Centro Poggeschi",http://aprimondo.centropoggeschi.org/,,,,,0
689,"Virgilio Bologna - Notizie, eventi, annunci in Virgilio",http://bologna.virgilio.it,Bologna,40139,BO,EMR,1
691,"Bakeca Italia: il sito di annunci gratuiti di lavoro, case, motori e comprovendo",http://italia.bakeca.it,,,,,1-4
692,"Fidas ADVS Bologna",http://www.fidas-advs-bologna.org,,,,,0
693,"Collegio dei Periti Industriali della Provincia di Bologna",http://www.perindbo.org,,,,,0
694,"Homepage &mdash; E-R Agenzia regionale di protezione civile",http://protezionecivile.regione.emilia-romagna.it,Bologna,40127,BO,EMR,0
695,"Associazione per i bambini colpiti da malattie del sistema nervoso centrale e/o tumori solidi - Bimb",http://www.bimbotu.it/,Bologna,40139,BO,EMR,1
696,"Africa e Mediterraneo",http://www.africaemediterraneo.it/,,,,,0
697,"Home Page | Save the Children Italia Onlus",http://www.savethechildren.it,Roma,185,RM,LAZ,0
698,"Flash Giovani - Il portale per i giovani a Bologna",http://www.flashgiovani.it,Bologna,40124,BO,EMR,1-4
699,"Piazza Grande | L&#039;Associazione fondata dalle persone senza dimora di Bologna",http://www.piazzagrande.it/,,,,,1
700,GVC,http://www.gvc-italia.org/index.php,,,,,0
701,"Agevolando- Associazione no-profit",http://www.agevolando.org/,Bologna,40139,BO,EMR,4
702,"Senza nome 1",http://www.poggisub.it,,,,,0
703,"Stella nostra.com",http://www.stellanostra.com/,,,,,0
704,"www.univocbologna.it | Il volontariato a Bologna",http://www.univocbologna.it,,,,,4
705,"Bologna Welcome - Sito turistico ufficiale",http://www.bolognawelcome.com,Bologna,40124,BO,EMR,1
706,"Polisportiva Paolo Poggi AICS",http://www.polisportivapaolopoggi.it,"San Lazzaro di Savena",40068,BO,EMR,4
707,"U.V.a. P.Ass.A. | Unione Volontari Al Pratello ASSociazione d&#039;Aiuto",http://www.uvapassa.org,Bologna,40138,BO,EMR,0
708,"Aiasport Onlus | AttivitA equestre per disabili",http://www.aiasport.it/,,,,,4
709,"AISM Bologna",http://www.aism.bo.it/,,,,,0
710,"La Venenta | Associazione onlus laica ispirata ai valori del cristianesimo",http://www.venenta.com/,Argelato,40050,BO,EMR,1
711,"Candidamente |",http://www.candidamente.org/,,,,,0
712,"Catalogo Imprese - ProntoImprese",http://www.prontoimprese.it,,,,,0
713,Home,http://www.protezionecivile.bo.it,,,,,0
714,"Associazione Protezione CivileVolontari Minerva - Home",http://www.volontariminerva.it,,,,,0
715,Xenia,http://www.xeniabo.org/,,,,,0
716,"Associazione di Promozione Sociale",http://www.al3teste.com/,Bentivoglio,40010,BO,EMR,0
717,"Protezione Civile - Friuli Venezia Giulia",http://www.protezionecivile.fvg.it,,,,,0
718,"Protezione Civile, Il Giornale della - Home",http://www.ilgiornaledellaprotezionecivile.it,"Villanova Biellese",13877,BI,PIE,0
719,"Antoniano Bologna - Antoniano.it",http://www.antoniano.it,,,,,1
720,"Home || YFC Italia",http://www.yfcitalia.org/,,,,,0
721,"La Nostra Africa - Homepage",http://www.lanostraafrica.it,,,,,0
722,"Associazione Centotrecento",http://www.centotrecento.it/,Bologna,40125,BO,EMR,0
723,www2.provincia.bologna.it,http://www2.provincia.bologna.it,,,,,0
724,"Policlinico S.Orsola-Malpighi",http://www.aosp.bo.it,,,,,0
725,"Associazione Margherita - Benvenuti",http://www.associazionemargherita.org/,Bologna,40123,BO,EMR,0
726,"Legambiente Bologna - Home",http://www.legambientebologna.org/,,,,,1
727,"www.noprofit.org - Il sito del no profit italiano",http://www.noprofit.org,,,,,0
728,"Associazione Verba Manent | Associazione di volontariato",http://www.associazioneverbamanent.it/,Bologna,40125,BO,EMR,1
729,"Il progetto Alice | Studi di Genere, Educazione e Ricerca",https://ilprogettoalice.wordpress.com/,Bologna,40122,BO,EMR,0
730,"Home - Centro Antartide - Centro Studi e Comunicazione Ambientale",http://www.centroantartide.it/,Bologna,40125,BO,EMR,0
731,"Avis Nazionale: Associazione Volontari Italiani Sangue",http://www.avis.it,Milano,20134,MI,LOM,0
732,PagineBianche,http://www.paginebianche.it,,,,,0
733,isfbologna,https://isfbologna.wordpress.com/,,,,,0
734,"Fondazione Banco Alimentare | Contro lo spreco, Contro la Fame",http://www.bancoalimentare.it/index.php,,,,,0
735,"Psicologo Bologna",http://www.dedalusbologna.it/,,,,,0
736,"Bimbingamba - Associazione Alex Zanardi Bimbingamaba",http://www.bimbingamba.com/,Budrio,0,BO,EMR,0
737,Home,http://www.provincia.fc.it,ForlÏ,47121,FC,EMR,0
738,"Fondazione Dopo di Noi Bologna onlus",http://www.dopodinoi.org/,Bologna,40129,BO,EMR,0
739,"Associazione per i bambini colpiti da malattie del sistema nervoso centrale e/o tumori solidi - Bimb",http://www.bimbotu.it,Bologna,40139,BO,EMR,1
740,"Sito ufficiale della Regione Piemonte",http://www.regione.piemonte.it,,,,,4
741,"Coordinamento Volontari Protezione Civile - Rimini",http://www.coorprociv.it,,,,,0
742,"Croce Rossa Italiana - Comitato Provinciale di Bologna",http://www.cribo.it,,,,,0
746,"Dipartimento Protezione Civile | Home",http://www.protezionecivile.gov.it,,,,,0
749,"Associazione Cucciolo",http://www.associazionecucciolo.it/,Bologna,40138,BO,EMR,0
750,"CafAA de la Paix",http://www.cafedelapaixbologna.it,Bologna,40123,BO,EMR,0
751,"Camera Penale di Bologna",http://www.camerapenale-bologna.org/,,,,,0
752,"Casa Santa Chiara | Casa Santa Chiara",http://www.casasantachiara.it/,Bologna,40123,BO,EMR,0
753,"Cassero LGBT Center",http://www.cassero.it/,Bologna,40121,BO,EMR,0
754,"Istituto dei Ciechi Francesco Cavazza",http://www.cavazza.it/,Bologna,40124,BO,EMR,0
755,"Associazione CCSVI nella Sclerosi Multipla Emilia Romagna Onlus",http://www.ccsvi-sm.info/,,,,,0
756,"Centro Amilcar Cabral",http://www.centrocabral.com/,Bologna,40136,BO,EMR,0
757,"Homepage | Centro San Domenico",http://www.centrosandomenico.it,Bologna,40124,BO,EMR,0
758,"CSD - Centro Studi G.Donati - Bologna - Homepage",http://www.centrostudidonati.org/csd.html,,,,,0
759,"CEPS Onlus - Centro Emiliano Problemi Sociali per la Trisomia 21 ª Associazione di genitori, amici e",http://www.ceps.it/,,,,,0
760,"Le religioni in Italia / Massimo Introvigne &#8211; PierLuigi Zoccatelli (sotto la direzione di)",http://www.cesnur.com,,,,,0
761,"Benvenuti su circolodozza.it",http://www.circolodozza.it,,,,,0
762,"Circolo Fotografico S. Viola Organizza Corsi di fotografia Digitale ed Analogica a Bologna..vieni a ",http://www.circolofotograficosviola.it,Bologna,40133,BO,EMR,0
763,"Circolo Tennis Bologna",http://www.circolotennisbologna.com/,Bologna,40136,BO,EMR,0
764,"clubsupermarathon.it - Club Super Marathon Italia - clubsupermarathon.it",http://www.clubsupermarathon.it,,,,,0
765,"Home Page ::FederAMrare:: Federazione di Associazioni Malattie Rare Emilia-Romagna",http://www.federamrare.altervista.org/,,,,,0
766,"Associazione Microimpresa | Per la crescita lo sviluppo e il superamento della crisi",http://www.microimpresa.org,Bologna,40100,BO,EMR,0
767,"sancristoforozzano.org home page",http://WWW.SANCRISTOFOROZZANO.ORG/,,,,,0
768,www.abcsociale.it,http://www.abcsociale.it,,,,,0
769,Micromacchina,http://www.micromacchina.it,,,,,0
770,"ACLI Emilia-Romagna - Home Page",http://www.acliemiliaromagna.it,Bologna,40122,BO,EMR,0
771,"Canto31 | Associazione Culturale",http://www.canto31.it,,,,,0
772,"Gruppo di Studi Savena Setta Sambro",http://www.savenasettasambro.com,,,,,0
773,MigrAzioni,http://www.migrazioni.eu/,,,,,0
774,index,http://www.caracult.it,,,,,0
775,"AS ACNEPOTI",http://www.acnepoti.it,,,,,0
776,www.mikrokosmos-cm.it,http://www.mikrokosmos-cm.it,,,,,0
777,"Pro Loco Molino Del Pallone - Alta Valle Del Reno",http://www.molinodelpallone.it,,,,,0
778,"Home†-†AcquadÍla Associazione Polisportiva Dilettantistica",http://www.acquadela.it,Bologna,10000,BO,EMR,0
779,"MONDOERRE ‚AA su misura dei ragazzi e delle ragazze",http://www.mondoerre.it,Bruino,10090,TO,PIE,0
780,"Circolo Scherma Imola",http://www.schermaimola.it,Imola,40026,BO,EMR,0
781,"Ass.Carnevalesca Re Fagiolo di Castella -",http://www.carnevaledidecima.it,,,,,0
782,"Schola Cantorum di Bazzano",http://www.scholacantorumbazzano.it,,,,,0
783,"Pro Loco Casalecchio Meridiana",http://www.casalecchioinsiemeproloco.org,,,,,0
784,Home,http://www.montecatone.com/,,,,,0
785,ÊAA„AA„AA„AA,http://www.acquaditerraterradiluna.com,,,,,0
786,"Monte Sole Bike Group",http://www.montesolebikegroup.it,,,,,0
787,"AGESCI - San Lazzaro la Mura 2",http://www.scoutlamura.it,,,,,0
789,"scuola Leonard Bernstein",http://WWW.SCUOLADIMUSICALEONARDBERNSTEIN.IT,,,,,0
790,"Agesci Zona di Bologna | ""Estote Parati""",http://www.agescibologna.it,,,,,0
791,"MARINE & FRESHWATER SCIENCE GROUP ASSOCIATION",http://www.msgassociation.org,,,,,0
792,"Documento senza titolo",http://www.agrsci.unibo.it/umi/,,,,,0
793,"08006 Arcieri Felsinei | Sito istituzionale della storica Compagnia Arcieri di Bologna",http://www.felsinei.com,,,,,0
794,filodarianna,http://www.filodarianna.net,,,,,0
795,"Associazione Musicale Dozzese",http://www.musicaindozza.it,Dozza,40060,BO,EMR,0
796,"Aiasport Onlus | AttivitA equestre per disabili",http://www.aiasport.it,,,,,0
797,"Selene centro studi | A Bologna, dal 1990 un centro per la formazione lo studio e la diffusione dell",http://www.selenecentrostudi.it,Bologna,40141,BO,EMR,0
798,Homepage,http://www.nextgenerationitaly.tk,,,,,0
799,"AICS Bologna",http://www.aicsbologna.it,,,,,0
800,"Home page",http://www.noinsiemeascherazad.it/,,,,,0
801,AICS,http://www.aicser.altervista.org,Bologna,40132,BO,EMR,0
802,"Senza Confini",http://www.senzaconfinitaly.com,,,,,0
803,"Non andremo mai in TV",http://www.nonandremomaintv.it,,,,,0
804,"Senza il Banco",http://www.senzailbanco.it,,,,,0
805,"Home page - Associazioni no Profit: il portale al servizio delle associazioni",http://www.nonprofit.viainternet.org,,,,,0
806,"aihip | ASSOCIAZIONE INTERNAZIONALE HAITI INTEGRITY PROJECT",http://www.aihip.org,Bologna,40126,BO,EMR,0
807,"Settima Diminuita",http://www.settimadiminuita.it,Bentivoglio,40010,BO,EMR,0
808,"Associazione Amici di Giana",http://www.amicidigiana.org,,,,,0
809,"Associazione Sportiva Dilettantistica Shakti",http://www.shakti-ballando.com,,,,,0
810,"Shape Associated",http://www.shape.bo.it,,,,,0
811,www.oftaunibologna.it,http://www.oftaunibologna.it,,,,,0
812,"SIEM Home Page",http://www.siem-online.it,,,,,0
813,"Home - Anatroccolo Rosa",http://www.anatroccolorosa.it,,,,,0
814,SimplyFood,http://www.simplyfood.it,,,,,0
815,"redirect...onlus harambee - calcinate",http://www.onlus-harambee.com,,,,,0
816,"Aned Bologna",http://www.anedbo.it,,,,,0
817,"Anffas di Bologna Onlus",http://www.anffasbo.info,,,,,0
818,"Coro CAT Gardeccia",http://www.catgardeccia.it,"San Giovanni in Persiceto",40017,BO,EMR,0
819,"ASSOCIAZIONE CENTRO EUROPA UNO - lo spazio per diverse esigenze.... lo spazio per le tue esigenze",http://www.centroeuropauno.it,,,,,0
820,"Polisportiva Antal Pallavicini | via Marco Emilio Lepido 194/10, Bologna",http://www.antalpallavicini.org,Bologna,40132,BO,EMR,0
821,"Centro ""Gian Paolo Dore""",http://www.centrogpdore.it,Bologna,40126,BO,EMR,0
822,"Associazione Animalista per il salvataggio degli Orsi della Luna dai lager della bile",http://www.orsicinesi.org,Bologna,40122,BO,EMR,0
823,"HOSTING| Tiscali | Hosting e Domini, registrazione e trasferimento",http://www.centromanfredini.it,,,,,0
824,"Ozzanese Calcio Web Site",http://www.ozzanesecalcio.com,,,,,0
825,www.centrosocialefuno.it,http://www.centrosocialefuno.it,,,,,0
826,"Associazione Antica come le montagne - Bologna",http://www.anticacomelemontagne.org,,,,,0
827,"Centro Sociale Zolino",http://www.centrosocialezolino.it,Imola,40026,BO,EMR,0
828,HOME,http://www.spartacusbologna.it,,,,,0
829,"Chiama il Senegal. Viaggi e Turismo Responsabile in Africa",http://www.chiamasenegal.it,,,,,0
830,"Associazione Culturale Panicarte",http://www.panicarte.com,Bologna,40133,BO,EMR,0
831,"Scuola di Danza Arabesque Bologna",http://www.arabesquebologna.it,,,,,0
832,"Chiesa Parrocchiale di San Giovanni Evangelista - Parrocchia di Zolino - IMOLA",http://www.parrocchiadizolino.it,,,,,0
833,SpazioIndue,http://www.spazioindue.org,,,,,0
834,Home,http://www.passopasso.it/,"Sasso Marconi",40037,BO,EMR,0
835,"Circolo della Musica di Bologna†|† dedicato ad Andrea e Rossano Baldi",http://www.circolodellamusica.it,,,,,0
836,"Cittadinanzattiva Emilia-Romagna | Sito gestito dall&#039;associazione Cittadinanza Responsabile",http://www.cittadinanzattiva-er.it,Bologna,40134,BO,EMR,0
837,"Spazio Labo&#039;",http://www.spaziolabo.it,,,,,0
838,"Focus D - Associazione di Promozione Sociale -",http://www.focusd.org,Imola,40026,BO,EMR,0
839,PercorsoVitale,http://www.percorsovitale.it,,,,,0
840,www.sportduemila.com,http://www.sportduemila.com,,,,,0
841,"Fogolar Bologna - Ultime Notizie dal Fogolar",http://www.fogolarbologna.it,Bologna,40125,BO,EMR,0
842,"Forma - Azione In Rete | Formazione, cultura e servizi per aziende, giovani, adulti e soggetti svant",http://www.forma-azioneinrete.it,,,,,0
843,"Studio SoundLab",http://www.studiosoundlab.com,,,,,0
844,"fourdoc | Associazione culturale e artistica per il sostegno e la diffusione delle arti cinematograf",http://www.fourdoc.it,,,,,0
845,"www.pgsima.it | polisportiva bologna",http://www.pgsima.it,Bologna,40128,BO,EMR,0
846,"Associazione ComunitA Sociale | ComunitA e Territorio",http://www.comunitasociale.it,Bologna,40131,BO,EMR,0
847,Diacronie,http://www.studistorici.com,,,,,0
848,"Arte e Salute ONLUS",http://www.arteesalute.org,Bologna,40123,BO,EMR,0
849,"Piccolo Formato - Fotografia a Bologna: Corsi, Workshop, Mostre, Eventi Piccolo Formato",http://www.piccoloformato.it,Bologna,40100,BO,EMR,0
850,"Arte & Portici - Iniziative istituzionali de ""Il Laboratorio""",http://www.arteportici.it,,,,,0
851,"Francesco Francia Pallacanestro - Zola Predosa - Home",http://www.francescofranciabasket.it,"Castelfranco Emilia",41013,MO,EMR,0
